Time (d), qI (mm/d), qT (mm/d), qR (mm/d), qB (mm/d), dS (mm/d)
    8.99,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.00,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.01,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.02,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.03,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.04,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.05,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.06,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.07,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.08,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.09,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.10,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.11,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.12,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.13,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.14,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.15,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.16,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.17,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.18,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.19,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.20,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.21,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.22,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.23,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.24,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.25,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.26,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.27,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.28,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.29,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.30,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.31,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.32,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.33,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.34,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.35,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.36,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.37,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.38,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.39,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.40,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.41,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.42,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.43,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.44,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.45,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.46,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.47,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.48,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.49,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.50,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.51,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.52,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.53,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.54,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.55,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.56,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.57,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.58,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.59,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.60,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.61,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.62,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.63,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.64,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.65,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.66,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.67,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.68,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.69,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.70,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.71,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.72,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.73,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.74,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.75,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.76,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.77,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.78,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.79,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.80,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.81,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.82,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.83,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.84,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.85,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.86,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.87,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.88,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.89,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.90,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.91,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.92,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.93,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.94,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.95,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.96,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.97,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.98,     0.000,     0.000,     0.000,     0.117,     -0.117
    9.99,     0.000,     0.000,     0.000,     0.117,     -0.117
   10.00,     0.000,     0.000,     0.000,     0.117,     -0.117
