Time (d), qI (mm/d), qT (mm/d), qR (mm/d), qB (mm/d), dS (mm/d)
    9.29,     3.000,     3.000,     0.000,     0.000,     2.710
    9.30,     3.000,     3.000,     0.000,     0.000,     2.711
    9.31,     3.000,     3.000,     0.000,     0.000,     2.712
    9.32,     3.000,     3.000,     0.000,     0.000,     2.713
    9.33,     3.000,     3.000,     0.000,     0.000,     2.714
    9.34,     3.000,     3.000,     0.000,     0.000,     2.708
    9.35,     3.000,     3.000,     0.000,     0.000,     2.706
    9.36,     3.000,     3.000,     0.000,     0.000,     2.706
    9.37,     3.000,     3.000,     0.000,     0.000,     2.707
    9.38,     3.000,     3.000,     0.000,     0.000,     2.708
    9.39,     3.000,     3.000,     0.000,     0.000,     2.709
    9.40,     3.000,     3.000,     0.000,     0.000,     2.709
    9.41,     3.000,     3.000,     0.000,     0.000,     2.710
    9.42,     3.000,     3.000,     0.000,     0.000,     2.710
    9.43,     3.000,     3.000,     0.000,     0.000,     2.711
    9.44,     3.000,     3.000,     0.000,     0.000,     2.707
    9.45,     3.000,     3.000,     0.000,     0.000,     2.702
    9.46,     3.000,     3.000,     0.000,     0.000,     2.703
    9.47,     3.000,     3.000,     0.000,     0.000,     2.704
    9.48,     3.000,     3.000,     0.000,     0.000,     2.704
    9.49,     3.000,     3.000,     0.000,     0.000,     2.705
    9.50,     3.000,     3.000,     0.000,     0.000,     2.705
    9.51,     3.000,     3.000,     0.000,     0.000,     2.706
    9.52,     3.000,     3.000,     0.000,     0.000,     2.707
    9.53,     3.000,     3.000,     0.000,     0.000,     2.707
    9.54,     3.000,     3.000,     0.000,     0.000,     2.704
    9.55,     3.000,     3.000,     0.000,     0.000,     2.699
    9.56,     3.000,     3.000,     0.000,     0.000,     2.699
    9.57,     3.000,     3.000,     0.000,     0.000,     2.700
    9.58,     3.000,     3.000,     0.000,     0.000,     2.700
    9.59,     3.000,     3.000,     0.000,     0.000,     2.701
    9.60,     3.000,     3.000,     0.000,     0.000,     2.702
    9.61,     3.000,     3.000,     0.000,     0.000,     2.702
    9.62,     3.000,     3.000,     0.000,     0.000,     2.703
    9.63,     3.000,     3.000,     0.000,     0.000,     2.703
    9.64,     3.000,     3.000,     0.000,     0.000,     2.702
    9.65,     3.000,     3.000,     0.000,     0.000,     2.695
    9.66,     3.000,     3.000,     0.000,     0.000,     2.695
    9.67,     3.000,     3.000,     0.000,     0.000,     2.696
    9.68,     3.000,     3.000,     0.000,     0.000,     2.697
    9.69,     3.000,     3.000,     0.000,     0.000,     2.697
    9.70,     3.000,     3.000,     0.000,     0.000,     2.698
    9.71,     3.000,     3.000,     0.000,     0.000,     2.698
    9.72,     3.000,     3.000,     0.000,     0.000,     2.699
    9.73,     3.000,     3.000,     0.000,     0.000,     2.700
    9.74,     3.000,     3.000,     0.000,     0.000,     2.699
    9.75,     3.000,     3.000,     0.000,     0.000,     2.691
    9.76,     3.000,     3.000,     0.000,     0.000,     2.692
    9.77,     3.000,     3.000,     0.000,     0.000,     2.692
    9.78,     3.000,     3.000,     0.000,     0.000,     2.693
    9.79,     3.000,     3.000,     0.000,     0.000,     2.693
    9.80,     3.000,     3.000,     0.000,     0.000,     2.694
    9.81,     3.000,     3.000,     0.000,     0.000,     2.695
    9.82,     3.000,     3.000,     0.000,     0.000,     2.695
    9.83,     3.000,     3.000,     0.000,     0.000,     2.526
    9.84,     3.000,     3.000,     0.000,     0.000,     2.518
    9.85,     3.000,     3.000,     0.000,     0.000,     2.509
    9.86,     3.000,     3.000,     0.000,     0.000,     2.510
    9.87,     3.000,     3.000,     0.000,     0.000,     2.510
    9.88,     3.000,     3.000,     0.000,     0.000,     2.511
    9.89,     3.000,     3.000,     0.000,     0.000,     2.512
    9.90,     3.000,     3.000,     0.000,     0.000,     2.512
    9.91,     3.000,     3.000,     0.000,     0.000,     2.513
    9.92,     3.000,     3.000,     0.000,     0.000,     2.514
    9.93,     3.000,     3.000,     0.000,     0.000,     2.514
    9.94,     3.000,     3.000,     0.000,     0.000,     2.515
    9.95,     3.000,     3.000,     0.000,     0.000,     2.507
    9.96,     3.000,     3.000,     0.000,     0.000,     2.507
    9.97,     3.000,     3.000,     0.000,     0.000,     2.507
    9.98,     3.000,     3.000,     0.000,     0.000,     2.508
    9.99,     3.000,     3.000,     0.000,     0.000,     2.509
   10.00,     3.000,     3.000,     0.000,     0.000,     2.509
