Time (d), qI (mm/d), qT (mm/d), qR (mm/d), qB (mm/d), dS (mm/d)
    9.29,     3.000,     2.244,     0.756,     0.117,     2.127
    9.30,     3.000,     2.244,     0.756,     0.117,     2.126
    9.31,     3.000,     2.243,     0.757,     0.117,     2.125
    9.32,     3.000,     2.242,     0.758,     0.117,     2.125
    9.33,     3.000,     2.241,     0.759,     0.117,     2.124
    9.34,     3.000,     2.240,     0.760,     0.117,     2.123
    9.35,     3.000,     2.239,     0.761,     0.117,     2.122
    9.36,     3.000,     2.239,     0.761,     0.117,     2.121
    9.37,     3.000,     2.238,     0.762,     0.117,     2.120
    9.38,     3.000,     2.237,     0.763,     0.117,     2.120
    9.39,     3.000,     2.236,     0.764,     0.117,     2.119
    9.40,     3.000,     2.235,     0.765,     0.117,     2.118
    9.41,     3.000,     2.235,     0.765,     0.117,     2.117
    9.42,     3.000,     2.234,     0.766,     0.117,     2.116
    9.43,     3.000,     2.233,     0.767,     0.117,     2.115
    9.44,     3.000,     2.232,     0.768,     0.117,     2.115
    9.45,     3.000,     2.231,     0.769,     0.117,     2.114
    9.46,     3.000,     2.230,     0.770,     0.117,     2.113
    9.47,     3.000,     2.230,     0.770,     0.117,     2.112
    9.48,     3.000,     2.229,     0.771,     0.117,     2.111
    9.49,     3.000,     2.228,     0.772,     0.117,     2.111
    9.50,     3.000,     2.227,     0.773,     0.117,     2.110
    9.51,     3.000,     2.226,     0.774,     0.117,     2.109
    9.52,     3.000,     2.226,     0.774,     0.117,     2.108
    9.53,     3.000,     2.225,     0.775,     0.117,     2.107
    9.54,     3.000,     2.224,     0.776,     0.117,     2.107
    9.55,     3.000,     2.223,     0.777,     0.117,     2.106
    9.56,     3.000,     2.222,     0.778,     0.117,     2.105
    9.57,     3.000,     2.222,     0.778,     0.117,     2.104
    9.58,     3.000,     2.221,     0.779,     0.117,     2.103
    9.59,     3.000,     2.220,     0.780,     0.117,     2.103
    9.60,     3.000,     2.219,     0.781,     0.117,     2.102
    9.61,     3.000,     2.218,     0.782,     0.117,     2.101
    9.62,     3.000,     2.218,     0.782,     0.117,     2.100
    9.63,     3.000,     2.217,     0.783,     0.117,     2.099
    9.64,     3.000,     2.216,     0.784,     0.117,     2.099
    9.65,     3.000,     2.215,     0.785,     0.117,     2.098
    9.66,     3.000,     2.215,     0.785,     0.117,     2.097
    9.67,     3.000,     2.214,     0.786,     0.117,     2.096
    9.68,     3.000,     2.213,     0.787,     0.117,     2.096
    9.69,     3.000,     2.212,     0.788,     0.117,     2.095
    9.70,     3.000,     2.211,     0.789,     0.117,     2.094
    9.71,     3.000,     2.211,     0.789,     0.117,     2.093
    9.72,     3.000,     2.210,     0.790,     0.117,     2.092
    9.73,     3.000,     2.209,     0.791,     0.117,     2.092
    9.74,     3.000,     2.208,     0.792,     0.117,     2.091
    9.75,     3.000,     2.208,     0.792,     0.117,     2.090
    9.76,     3.000,     2.207,     0.793,     0.117,     2.089
    9.77,     3.000,     2.206,     0.794,     0.117,     2.089
    9.78,     3.000,     2.205,     0.795,     0.117,     2.088
    9.79,     3.000,     2.204,     0.796,     0.117,     2.087
    9.80,     3.000,     2.204,     0.796,     0.117,     2.086
    9.81,     3.000,     2.203,     0.797,     0.117,     2.086
    9.82,     3.000,     2.202,     0.798,     0.117,     2.085
    9.83,     3.000,     2.201,     0.799,     0.117,     2.084
    9.84,     3.000,     2.201,     0.799,     0.117,     2.083
    9.85,     3.000,     2.200,     0.800,     0.117,     2.082
    9.86,     3.000,     2.199,     0.801,     0.117,     2.082
    9.87,     3.000,     2.198,     0.802,     0.117,     2.081
    9.88,     3.000,     2.198,     0.802,     0.117,     2.080
    9.89,     3.000,     2.197,     0.803,     0.117,     2.079
    9.90,     3.000,     2.196,     0.804,     0.117,     2.079
    9.91,     3.000,     2.195,     0.805,     0.117,     2.078
    9.92,     3.000,     2.195,     0.805,     0.117,     2.077
    9.93,     3.000,     2.194,     0.806,     0.117,     2.076
    9.94,     3.000,     2.193,     0.807,     0.117,     2.076
    9.95,     3.000,     2.192,     0.808,     0.117,     2.075
    9.96,     3.000,     2.192,     0.808,     0.117,     2.074
    9.97,     3.000,     2.191,     0.809,     0.117,     2.073
    9.98,     3.000,     2.190,     0.810,     0.117,     2.073
    9.99,     3.000,     2.189,     0.811,     0.117,     2.072
   10.00,     3.000,     2.189,     0.811,     0.117,     2.071
